Id;MSSubClass;MSZoning;LotFrontage;LotArea;Street;Alley;LotShape;LandContour;Utilities;LotConfig;LandSlope;Neighborhood;Condition1;Condition2;BldgType;HouseStyle;OverallQual;OverallCond;YearBuilt;YearRemodAdd;RoofStyle;RoofMatl;Exterior1st;Exterior2nd;MasVnrType;MasVnrArea;ExterQual;ExterCond;Foundation;BsmtQual;BsmtCond;BsmtExposure;BsmtFinType1;BsmtFinSF1;BsmtFinType2;BsmtFinSF2;BsmtUnfSF;TotalBsmtSF;Heating;HeatingQC;Ce1tralAir;Electrical;1stFlrSF;2ndFlrSF;LowQualFinSF;GrLivArea;BsmtFullBath;BsmtHalfBath;FullBath;HalfBath;BedroomAbvGr;KitchenAbvGr;KitchenQual;TotRmsAbvGrd;Functional;Fireplaces;FireplaceQu;GarageType;GarageYrBlt;Garage2ish;GarageCars;GarageArea;GarageQual;GarageCond;2avedDrive;WoodDeckSF;OpenPorchSF;EnclosedPorch;3SsnPorch;ScreenPorch;PoolArea;PoolQC;Fence;MiscFeature;MiscVal;MoSold;YrSold;SaleType;SaleCondition;SalePrice
1368;160;1;41;2665;0;NA;0;0;0;0;0;14;0;0;3;0;5;6;1977;1977;0;0;6;6;1;0;1;0;0;1;0;0;1;548;4;173;36;757;0;0;0;0;925;550;0;1475;0;0;2;0;4;1;1;6;0;1;1;0;1977;0;1;336;0;0;0;104;26;0;0;0;0;NA;NA;NA;0;7;2006;0;0;127000
1369;120;1;NA;4435;0;NA;0;0;0;0;0;0;0;0;3;1;6;5;2003;2004;0;0;0;0;0;170;0;0;0;0;0;3;0;685;0;0;163;848;0;0;0;0;848;0;0;848;1;0;1;0;1;1;0;4;0;0;NA;0;2003;2;2;420;0;0;0;140;0;0;0;0;0;NA;NA;NA;0;6;2009;0;0;144000
1370;20;0;48;10635;0;NA;2;0;0;1;0;0;0;0;0;1;8;5;2003;2003;1;0;0;0;0;171;0;0;0;0;0;3;4;370;6;972;315;1657;0;0;0;0;1668;0;0;1668;1;0;2;0;3;1;0;8;0;1;1;0;2003;2;2;502;0;0;0;0;262;0;0;0;0;NA;NA;NA;0;5;2010;0;0;232000
1371;50;0;90;5400;0;NA;0;0;0;2;0;7;3;0;0;2;4;6;1920;1950;0;0;14;15;1;0;3;0;0;1;0;0;1;315;4;105;420;840;0;0;0;0;840;534;0;1374;0;0;1;0;2;1;1;6;0;0;NA;1;1967;2;1;338;0;0;0;0;0;198;0;0;0;NA;NA;NA;0;10;2009;0;0;105000
1372;80;0;80;9600;0;NA;0;0;0;0;0;11;0;0;0;5;6;6;1955;1996;1;0;8;9;1;0;1;0;1;1;0;3;4;831;0;0;161;992;0;1;0;0;1661;0;0;1661;1;0;1;0;3;1;0;8;0;1;1;2;1955;0;1;377;0;0;0;0;28;0;0;178;0;NA;1;NA;0;10;2008;0;0;165500
1373;60;0;75;9750;0;NA;0;0;0;2;0;0;0;0;0;0;7;6;1998;1998;0;0;0;0;1;0;1;0;0;0;0;3;0;975;0;0;133;1108;0;0;0;0;1108;989;0;2097;1;0;2;1;3;1;0;8;0;1;1;1;1998;0;2;583;0;0;0;253;170;0;0;0;0;NA;NA;NA;0;6;2006;0;0;274300
1374;20;0;NA;11400;0;NA;0;0;0;0;0;3;0;0;0;1;10;5;2001;2002;1;0;0;0;0;705;2;0;0;2;0;1;0;1282;0;0;1351;2633;0;0;0;0;2633;0;0;2633;1;0;2;1;2;1;2;8;0;2;2;0;2001;0;3;804;0;0;0;314;140;0;0;0;0;NA;NA;NA;0;3;2007;0;0;466500
1375;60;3;85;10625;0;NA;0;0;0;0;0;5;0;0;0;0;7;5;2005;2005;0;0;6;6;1;0;0;0;0;0;0;0;2;0;0;0;1026;1026;0;0;0;0;1026;932;0;1958;0;0;2;1;3;1;0;9;0;1;2;0;2005;2;3;936;0;0;0;154;210;0;0;0;0;NA;NA;NA;0;7;2008;0;0;250000
1376;20;0;89;10991;0;NA;1;3;0;0;0;16;0;0;0;1;8;5;2007;2007;0;0;0;0;0;80;0;0;0;0;0;1;2;0;0;0;1571;1571;0;0;0;0;1571;0;0;1571;0;0;2;0;3;1;0;7;0;1;2;0;2007;2;3;722;0;0;0;100;36;0;0;0;0;NA;NA;NA;0;12;2007;1;2;239000
1377;30;0;52;6292;0;NA;0;1;0;0;0;23;0;0;0;1;6;5;1930;1950;0;0;2;5;1;0;1;0;2;0;0;2;3;384;0;0;384;768;0;2;1;0;790;0;0;790;0;0;1;0;2;1;1;4;0;0;NA;1;1925;1;1;160;1;0;0;0;141;0;0;0;0;NA;NA;NA;0;4;2008;0;0;91000
1378;50;0;60;10998;0;0;0;0;0;0;0;15;0;0;0;2;5;5;1941;1960;0;0;2;5;1;0;1;0;1;1;0;0;6;408;1;420;156;984;0;0;0;0;984;620;0;1604;0;0;2;0;3;1;1;6;3;0;NA;1;1977;1;2;660;0;0;0;0;68;0;0;0;0;NA;NA;NA;0;7;2009;0;0;117000
1379;160;1;21;1953;0;NA;0;0;0;0;0;22;0;0;4;0;6;5;1973;1973;0;0;3;3;0;408;1;0;1;1;3;0;4;309;0;0;174;483;0;2;0;0;483;504;0;987;0;0;1;1;2;1;1;5;0;0;NA;1;1973;1;1;264;0;0;0;72;0;0;0;0;0;NA;NA;NA;0;6;2006;0;0;83000
1380;80;0;73;9735;0;NA;0;0;0;0;0;16;0;0;0;5;5;5;2006;2007;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0;384;384;0;1;0;NA;754;640;0;1394;0;0;2;1;3;1;0;7;0;0;NA;2;2007;2;2;400;0;0;0;100;0;0;0;0;0;NA;NA;NA;0;5;2008;0;0;167500
1381;30;0;45;8212;0;0;0;0;0;0;0;15;0;0;0;1;3;3;1914;1950;0;0;9;8;1;0;1;2;2;1;3;0;3;203;0;0;661;864;0;2;1;1;864;0;0;864;1;0;1;0;2;1;1;5;0;0;NA;1;1938;1;1;200;0;1;0;0;0;96;0;0;0;NA;NA;NA;0;6;2010;0;0;58500
1382;20;0;NA;12925;0;NA;1;0;0;2;0;11;0;0;0;1;6;7;1970;1970;0;0;4;4;1;0;1;0;1;1;0;2;4;865;0;0;340;1205;0;0;0;0;2117;0;0;2117;0;0;2;1;4;1;1;7;0;2;2;0;1970;2;2;550;0;0;0;0;42;0;0;0;0;NA;NA;NA;0;5;2008;0;0;237500
1383;70;1;60;7200;0;NA;0;0;0;2;0;7;0;0;0;0;7;7;1920;1950;1;0;2;5;1;0;1;0;2;4;0;0;2;0;0;0;596;596;0;0;0;0;998;764;0;1762;1;0;1;1;4;1;0;8;0;0;NA;1;1989;1;2;576;0;0;1;36;0;221;0;0;0;NA;NA;NA;0;10;2006;0;0;157000
1384;30;0;NA;25339;0;NA;0;0;0;0;0;9;0;0;0;1;5;7;1918;2007;0;0;2;5;1;0;1;1;2;1;0;0;2;0;0;0;816;816;0;0;0;0;1416;0;0;1416;0;0;2;0;3;1;0;7;0;0;NA;0;2007;1;2;576;0;0;1;0;0;112;0;0;0;NA;NA;NA;0;8;2007;0;0;112000
1385;50;0;60;9060;0;NA;0;0;0;0;0;15;0;0;0;2;6;5;1939;1950;0;0;5;2;1;0;1;0;2;1;0;2;3;204;0;0;356;560;0;2;0;0;698;560;0;1258;0;0;1;0;2;1;1;6;0;0;NA;1;1939;1;1;280;0;0;2;0;0;0;0;0;0;NA;1;NA;0;10;2009;0;0;105000
1386;50;1;40;5436;0;NA;0;0;0;0;0;13;0;0;0;2;4;8;1922;2007;0;0;0;0;1;0;1;1;2;1;0;0;4;735;0;0;61;796;0;1;0;0;796;358;0;1154;1;0;1;0;3;1;0;7;0;0;NA;1;1922;1;1;240;0;0;1;0;96;0;0;0;0;NA;1;NA;0;5;2010;0;0;125500
1387;60;0;80;16692;0;NA;1;0;0;0;0;6;6;0;0;0;7;5;1978;1978;0;0;7;4;0;184;1;0;1;0;0;0;4;790;5;469;133;1392;0;2;0;0;1392;1392;0;2784;1;0;3;1;5;1;0;12;0;2;1;0;1978;0;2;564;0;0;0;0;112;0;0;440;519;2;1;4;2000;7;2006;0;0;250000
1388;50;1;60;8520;0;0;0;0;0;0;0;7;3;0;0;2;6;7;1916;1950;0;0;9;8;1;0;1;1;2;1;0;0;3;168;5;546;0;714;1;2;1;0;1664;862;0;2526;0;0;2;0;5;1;0;10;0;1;2;1;1916;1;1;216;0;0;0;88;15;0;0;0;0;NA;2;NA;0;8;2007;5;5;136000
1389;20;0;42;14892;0;NA;1;3;0;3;0;17;0;0;0;1;9;5;2006;2007;0;0;0;0;2;160;2;0;0;2;0;1;0;1320;0;0;426;1746;0;0;0;0;1746;0;0;1746;1;0;2;0;3;1;2;7;0;2;2;0;2006;2;3;758;0;0;0;201;39;0;0;0;0;NA;NA;NA;0;10;2009;0;0;377500
1390;50;1;60;6000;0;NA;0;0;0;0;0;8;0;0;0;2;6;6;1941;1950;0;0;2;5;1;0;1;1;2;1;1;0;1;375;0;0;360;735;0;0;0;0;869;349;0;1218;0;1;1;0;3;1;1;6;0;1;2;1;2003;1;2;440;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;3;2007;0;0;131000
1391;20;0;70;9100;0;NA;0;0;0;0;0;0;0;0;0;1;7;5;2000;2000;0;0;0;0;0;244;0;0;0;0;0;3;0;1400;0;0;125;1525;0;0;0;0;1525;0;0;1525;1;0;2;0;3;1;0;6;0;0;NA;0;2000;0;2;541;0;0;0;219;36;0;0;0;0;NA;NA;NA;0;9;2006;0;0;235000
1392;90;0;65;8944;0;NA;0;0;0;0;0;11;0;0;2;1;5;5;1967;1967;0;0;7;4;1;0;1;0;1;1;0;0;2;0;0;0;1584;1584;0;2;0;0;1584;0;0;1584;0;0;2;0;4;2;1;8;4;0;NA;1;1967;1;3;792;0;0;0;0;152;0;0;0;0;NA;NA;NA;0;4;2009;0;0;124000
1393;85;0;68;7838;0;NA;0;0;0;0;0;11;0;0;0;4;5;5;1967;1967;0;0;3;3;1;0;1;0;1;1;0;3;1;769;0;0;95;864;0;2;0;0;900;0;0;900;1;0;1;0;3;1;1;6;0;1;5;0;1967;0;1;288;0;0;0;175;144;0;0;0;0;NA;4;NA;0;12;2006;0;0;123000
1394;190;1;60;10800;0;1;0;0;0;0;0;7;0;0;1;2;6;7;1905;2000;0;0;2;5;1;0;1;0;2;4;0;0;2;0;0;0;482;482;0;0;1;0;1221;691;0;1912;0;0;2;0;3;2;1;7;0;1;1;1;2003;1;2;672;2;0;0;0;25;212;0;0;0;NA;NA;NA;0;4;2008;0;0;163000
1395;120;0;53;4045;0;NA;0;0;0;0;0;21;0;0;3;1;7;5;2006;2006;1;0;0;0;0;45;0;0;0;0;0;3;0;1070;0;0;286;1356;0;0;0;0;1500;0;0;1500;1;0;2;0;2;1;0;6;0;1;2;0;2006;2;3;648;0;0;0;161;20;0;0;0;0;NA;NA;NA;0;10;2006;1;2;246578
1396;60;0;88;12665;0;NA;1;0;0;0;0;16;0;0;0;0;8;5;2005;2006;1;0;0;0;0;245;0;0;0;0;1;1;2;0;0;0;1094;1094;0;0;0;0;1133;1349;0;2482;0;0;2;1;4;1;0;9;0;1;2;2;2005;2;3;642;0;0;0;144;39;0;0;0;0;NA;NA;NA;0;2;2007;0;0;281213
1397;20;0;NA;57200;0;NA;1;1;0;0;2;16;0;0;0;1;5;5;1948;1950;0;0;2;5;1;0;1;0;1;1;0;3;4;353;4;334;60;747;0;2;0;0;1687;0;0;1687;1;0;1;0;3;1;1;7;1;2;1;1;1966;1;2;572;0;0;1;0;0;50;0;0;0;NA;NA;NA;0;6;2010;0;0;160000
1398;70;1;51;6120;0;NA;0;0;0;0;0;8;0;0;0;0;5;8;1920;2004;0;0;1;1;1;0;1;0;2;1;0;2;2;0;0;0;939;939;0;0;0;0;939;574;0;1513;0;0;1;1;4;1;1;8;0;0;NA;1;1933;1;1;180;1;1;1;24;0;150;0;0;0;NA;NA;NA;0;5;2007;0;0;137500
1399;50;0;60;7200;0;NA;0;0;0;0;0;11;0;0;0;2;5;4;1950;1982;0;0;0;5;1;0;1;0;1;1;0;0;3;180;1;352;676;1208;0;1;0;2;1136;768;0;1904;1;0;1;1;3;1;1;7;1;0;NA;0;1950;1;1;240;0;0;0;0;0;168;0;0;0;NA;3;NA;0;5;2009;0;0;138000
1400;50;0;51;6171;0;NA;0;0;0;0;0;23;0;0;0;2;6;6;1925;1990;0;0;5;2;1;0;1;0;2;1;0;0;4;264;0;0;712;976;0;0;0;0;1160;448;0;1608;0;0;2;1;3;1;0;7;0;1;2;1;1925;1;1;216;1;0;0;147;16;0;0;0;0;NA;1;NA;0;10;2009;0;0;137450
1401;50;1;50;6000;0;NA;0;0;0;2;0;8;0;0;0;2;6;7;1929;1950;0;0;5;2;1;0;1;0;2;1;0;0;2;0;0;0;862;862;0;2;0;0;950;208;0;1158;0;0;1;0;3;1;1;5;0;1;2;2;1929;0;1;208;0;0;0;0;0;112;0;0;0;NA;NA;NA;0;7;2008;0;0;120000
1402;60;0;62;7415;0;NA;1;0;0;0;0;17;0;0;0;0;6;5;2004;2004;0;0;0;0;1;0;1;0;0;1;0;0;0;759;0;0;80;839;0;0;0;0;864;729;0;1593;1;0;2;1;3;1;1;8;0;1;1;0;2004;2;2;398;0;0;0;100;75;0;0;0;0;NA;NA;NA;0;4;2008;0;0;193000
1403;20;0;64;6762;0;NA;0;0;0;0;0;0;0;0;0;1;7;5;2006;2006;0;0;0;0;1;0;0;0;0;0;1;3;2;0;0;0;1286;1286;0;0;0;0;1294;0;0;1294;0;0;2;0;2;1;0;6;0;1;2;0;2006;0;2;662;0;0;0;168;55;0;0;0;0;NA;NA;NA;0;7;2006;1;2;193879
1404;20;0;49;15256;0;NA;1;0;0;3;0;5;6;0;0;1;8;5;2007;2007;0;0;0;0;2;84;0;0;0;0;0;1;0;929;0;0;556;1485;0;0;0;0;1464;0;0;1464;1;0;2;0;3;1;0;6;0;0;NA;0;2007;1;3;754;0;0;0;168;160;0;0;0;0;NA;NA;NA;0;8;2007;0;0;282922
1405;50;0;60;10410;0;0;0;0;0;2;0;7;3;0;0;2;3;4;1915;1950;0;0;2;5;1;0;1;0;0;1;0;0;2;0;0;0;672;672;0;2;0;0;694;520;0;1214;0;0;1;0;3;1;1;6;0;0;NA;1;1998;1;3;936;0;0;0;216;0;160;0;0;0;NA;1;NA;0;1;2006;0;5;105000
1406;120;1;44;3842;0;NA;1;3;0;0;1;2;0;0;3;1;8;5;2004;2005;1;0;6;6;2;174;0;0;0;2;0;1;0;1373;0;0;221;1594;0;0;0;0;1646;0;0;1646;1;1;2;0;2;1;0;5;0;1;2;0;2004;2;2;482;0;0;0;128;53;0;0;155;0;NA;NA;NA;0;1;2008;0;0;275000
1407;85;0;70;8445;0;NA;0;0;0;2;0;0;0;0;0;4;5;7;1972;2007;0;0;3;2;1;0;1;0;1;0;0;3;0;656;0;0;112;768;0;2;0;0;768;0;0;768;1;0;1;0;2;1;1;5;0;0;NA;1;1988;1;2;396;0;0;0;58;0;0;0;0;0;NA;1;NA;0;3;2009;0;0;133000
1408;20;0;NA;8780;0;NA;1;0;0;2;0;4;0;0;0;1;5;5;1985;1985;0;0;3;4;1;0;1;0;1;1;0;0;1;625;0;0;208;833;0;0;0;0;833;0;0;833;1;0;1;0;3;1;1;5;0;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0;0;NA;1;NA;0;3;2009;0;0;112000
1409;70;1;60;7740;0;NA;0;0;0;0;0;7;0;0;0;0;4;7;1910;1950;0;0;0;0;1;0;1;0;1;4;0;0;2;0;0;0;622;622;0;1;0;0;741;622;0;1363;0;0;1;0;3;1;1;6;0;0;NA;1;1966;1;2;528;0;0;0;0;0;0;0;168;0;NA;NA;NA;0;6;2010;0;0;125500
1410;60;0;46;20544;0;NA;1;0;0;3;0;6;0;0;0;0;7;6;1986;1991;0;0;7;4;0;123;1;1;1;0;0;0;2;0;0;0;791;791;0;1;0;0;1236;857;0;2093;0;0;2;1;3;1;1;7;0;1;1;0;1986;2;2;542;0;0;0;364;63;0;0;0;0;NA;1;NA;0;11;2008;0;0;215000
1411;60;0;79;12420;0;NA;0;0;0;0;0;0;0;0;0;0;7;5;2001;2001;0;0;0;0;1;0;0;0;0;0;0;0;0;666;0;0;278;944;0;0;0;0;944;896;0;1840;1;0;2;1;3;1;0;6;0;0;NA;0;2001;0;2;622;0;0;0;0;45;0;0;0;0;NA;NA;NA;0;6;2009;0;0;230000
1412;50;0;80;9600;0;NA;0;0;0;0;0;11;0;0;0;2;6;8;1950;2005;0;0;0;0;1;0;1;1;1;1;0;0;4;120;0;0;736;856;0;0;0;0;1112;556;0;1668;0;0;1;1;3;1;1;6;3;0;NA;0;1950;1;1;271;0;0;0;0;0;0;0;0;0;NA;1;NA;0;9;2009;0;0;140000
1413;90;0;60;7200;0;NA;0;0;0;0;0;11;0;0;2;1;4;5;1949;1950;0;0;4;13;1;0;1;0;4;NA;NA;NA;NA;0;NA;0;0;0;3;3;1;1;1040;0;0;1040;0;0;2;0;2;2;1;6;0;0;NA;1;1956;1;2;420;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;6;2009;0;0;90000
1414;20;0;88;10994;0;NA;1;0;0;2;0;12;0;0;0;1;8;5;2005;2006;0;0;0;0;2;366;0;0;0;0;1;0;0;976;0;0;868;1844;0;0;0;0;1844;0;0;1844;1;0;2;0;2;1;0;7;0;1;2;0;2005;2;2;620;0;0;0;165;44;0;0;0;0;NA;NA;NA;0;9;2009;2;1;257000
1415;50;0;64;13053;0;1;0;1;0;0;0;8;0;0;0;2;6;7;1923;2000;2;0;2;5;1;0;1;0;2;1;0;0;2;0;0;0;833;833;0;1;0;0;1053;795;0;1848;0;0;1;1;4;1;0;8;0;1;2;1;1922;1;2;370;0;0;1;0;0;0;0;220;0;NA;NA;NA;0;6;2008;0;0;207000
1416;120;0;51;3635;0;NA;0;0;0;0;0;21;0;0;3;1;7;5;2007;2007;1;0;0;0;0;130;0;0;0;0;0;0;1;988;0;0;398;1386;0;0;0;0;1569;0;0;1569;0;1;2;0;1;1;0;7;0;1;1;0;2007;0;3;660;0;0;0;143;20;0;0;0;0;NA;NA;NA;0;5;2009;0;0;175900
1417;190;1;60;11340;0;NA;0;0;0;0;0;7;0;0;1;0;4;6;1885;1950;0;0;0;9;1;0;1;0;0;1;0;0;2;0;0;0;777;777;0;1;0;0;1246;1044;0;2290;0;0;2;0;4;2;1;11;0;0;NA;1;1971;1;2;560;0;0;1;0;0;114;0;0;0;NA;NA;NA;0;4;2010;0;0;122500
1418;60;0;NA;16545;0;NA;1;0;0;0;0;3;0;0;0;0;8;5;1998;1998;0;0;0;0;0;731;0;0;0;0;0;2;0;781;0;0;503;1284;0;0;0;0;1310;1140;0;2450;1;0;2;1;3;1;0;7;0;1;1;0;1998;2;3;1069;0;0;0;0;126;0;0;0;0;NA;NA;NA;0;5;2009;0;0;340000
1419;20;0;71;9204;0;NA;0;0;0;0;0;11;0;0;0;1;5;5;1963;1963;0;0;3;3;1;0;1;0;1;1;0;0;4;25;4;872;247;1144;0;2;0;0;1144;0;0;1144;1;0;1;1;3;1;1;6;0;0;NA;1;1962;1;1;336;0;0;0;0;88;0;0;0;0;NA;NA;NA;0;8;2008;2;0;124000
1420;20;0;NA;16381;0;NA;1;0;0;0;0;2;0;0;0;1;6;5;1969;1969;0;0;7;4;0;312;0;1;1;1;0;3;3;1110;0;0;734;1844;0;1;0;0;1844;0;0;1844;1;0;2;0;3;1;0;7;0;1;1;0;1969;0;2;540;0;0;0;0;73;216;0;0;0;NA;NA;NA;0;12;2006;0;0;223000
1421;60;0;90;11700;0;NA;0;0;0;2;0;6;0;0;0;0;6;6;1968;1968;0;0;3;3;0;420;1;0;1;1;0;0;1;404;0;0;304;708;0;1;0;0;708;708;0;1416;0;0;2;1;3;1;1;7;0;1;1;0;1968;0;2;776;0;0;0;0;169;0;0;119;0;NA;NA;NA;0;5;2006;0;0;179900
1422;120;0;53;4043;0;NA;0;0;0;0;0;20;0;0;3;1;6;5;1977;1977;0;0;7;4;1;0;1;0;1;0;0;0;1;360;0;0;709;1069;0;2;0;0;1069;0;0;1069;0;0;2;0;2;1;1;4;0;1;3;0;1977;0;2;440;0;0;0;0;55;0;0;165;0;NA;NA;NA;0;7;2010;0;0;127500
1423;120;1;37;4435;0;NA;0;0;0;0;0;0;0;0;3;1;6;5;2003;2003;0;0;0;0;0;170;0;0;0;0;0;3;0;686;0;0;162;848;0;0;0;0;848;0;0;848;1;0;1;0;1;1;0;3;0;0;NA;0;2003;2;2;420;0;0;0;140;0;0;0;0;0;NA;NA;NA;0;3;2008;0;0;136500
1424;80;0;NA;19690;0;NA;1;0;0;3;0;15;0;0;0;5;6;7;1966;1966;4;5;7;4;1;0;0;1;1;0;0;3;2;0;0;0;697;697;0;2;0;0;1575;626;0;2201;0;0;2;0;4;1;0;8;0;1;2;0;1966;1;2;432;2;3;0;586;236;0;0;0;738;3;3;NA;0;8;2006;0;4;274970
1425;20;0;NA;9503;0;NA;0;0;0;0;0;11;0;0;0;1;5;5;1958;1983;1;0;3;3;1;0;1;0;1;1;0;0;1;457;4;374;193;1024;0;2;0;0;1344;0;0;1344;1;0;1;0;2;1;1;6;1;1;1;1;1970;1;1;484;0;0;0;316;28;0;0;0;0;NA;2;NA;0;6;2007;0;0;144000
1426;20;0;80;10721;0;NA;1;0;0;0;0;11;0;0;0;1;6;6;1959;1959;1;0;3;3;2;243;0;0;1;1;0;0;2;0;0;0;1252;1252;0;0;0;0;1252;0;0;1252;0;0;1;0;3;1;0;7;0;0;NA;1;1960;1;2;528;0;0;0;0;39;0;0;0;0;NA;NA;NA;0;10;2008;0;0;142000
1427;60;0;81;10944;0;NA;1;0;0;0;0;3;0;0;0;0;7;5;1994;1994;0;0;0;0;0;448;0;0;0;0;0;0;0;1000;0;0;223;1223;0;0;0;0;1223;904;0;2127;1;0;2;1;3;1;0;5;0;2;1;0;1994;0;2;525;0;0;0;171;132;0;0;0;0;NA;NA;NA;0;8;2008;0;0;271000
1428;50;0;60;10930;0;0;0;1;0;0;0;11;3;0;0;2;5;6;1945;1950;0;0;1;1;1;0;1;0;1;1;0;0;4;580;0;0;333;913;0;2;0;2;1048;510;0;1558;1;0;1;1;3;1;1;6;0;1;1;0;1962;1;1;288;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;4;2008;0;0;140000
1429;30;1;60;7200;0;NA;0;0;0;2;0;7;0;0;0;1;5;7;1940;1992;0;0;1;1;2;294;1;1;1;1;0;0;4;510;0;0;278;788;0;2;0;0;804;0;0;804;1;0;1;0;2;1;0;4;0;2;2;0;1940;1;1;240;0;0;0;0;0;154;0;0;0;NA;1;NA;0;2;2010;0;1;119000
1430;20;0;NA;12546;0;NA;1;0;0;2;0;6;0;0;0;1;6;7;1981;1981;0;0;1;1;0;310;0;1;1;0;0;0;4;678;0;0;762;1440;0;0;0;0;1440;0;0;1440;0;0;2;0;3;1;0;7;0;1;1;0;1981;2;2;467;0;0;0;0;0;99;0;0;0;NA;NA;NA;0;4;2007;0;0;182900
1431;60;0;60;21930;0;NA;3;0;0;0;0;17;6;0;0;0;5;5;2005;2005;0;0;0;0;1;0;0;0;0;0;1;3;2;0;0;0;732;732;0;0;0;0;734;1104;0;1838;0;0;2;1;4;1;1;7;0;1;2;2;2005;2;2;372;0;0;0;100;40;0;0;0;0;NA;NA;NA;0;7;2006;0;0;192140
1432;120;0;NA;4928;0;NA;1;0;0;0;0;20;0;0;3;1;6;6;1976;1976;0;0;7;4;1;0;1;0;1;0;0;0;6;958;0;0;0;958;0;2;0;0;958;0;0;958;0;0;2;0;2;1;1;5;0;0;NA;0;1976;0;2;440;0;0;0;0;60;0;0;0;0;NA;NA;NA;0;10;2009;0;0;143750
1433;30;0;60;10800;0;0;0;0;0;0;0;7;0;0;0;1;4;6;1927;2007;0;0;2;5;1;0;1;0;2;1;0;0;2;0;0;0;656;656;0;2;0;0;968;0;0;968;0;0;2;0;4;1;1;5;0;0;NA;1;1928;1;1;216;1;1;0;0;0;0;0;0;0;NA;NA;NA;0;8;2007;0;0;64500
1434;60;0;93;10261;0;NA;1;0;0;0;0;17;0;0;0;0;6;5;2000;2000;0;0;0;0;0;318;1;0;0;0;0;0;2;0;0;0;936;936;0;0;0;0;962;830;0;1792;1;0;2;1;3;1;1;8;0;1;1;0;2000;2;2;451;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;5;2008;0;0;186500
1435;20;0;80;17400;0;NA;0;2;0;0;1;4;0;0;0;1;5;5;1977;1977;0;0;4;7;1;0;1;0;1;1;0;0;1;936;0;0;190;1126;0;3;0;0;1126;0;0;1126;1;0;2;0;3;1;1;5;0;1;2;0;1977;0;2;484;0;0;2;295;41;0;0;0;0;NA;NA;NA;0;5;2006;0;0;160000
1436;20;0;80;8400;0;NA;0;0;0;0;0;11;0;0;0;1;6;9;1962;2005;0;0;2;5;0;237;0;1;1;1;0;0;2;0;0;0;1319;1319;0;2;0;0;1537;0;0;1537;1;0;1;1;3;1;0;7;0;1;2;0;1962;0;2;462;0;0;0;0;36;0;0;0;0;NA;3;NA;0;7;2008;2;1;174000
1437;20;0;60;9000;0;NA;0;0;0;1;0;11;0;0;0;1;4;6;1971;1971;0;0;3;3;1;0;1;0;0;1;0;0;1;616;0;0;248;864;0;2;0;0;864;0;0;864;0;0;1;0;3;1;1;5;0;0;NA;1;1974;1;2;528;0;0;0;0;0;0;0;0;0;NA;2;NA;0;5;2007;0;0;120500
1438;20;0;96;12444;0;NA;0;0;0;1;0;10;0;0;0;1;8;5;2008;2008;1;0;0;0;2;426;2;0;0;2;0;3;0;1336;0;0;596;1932;0;0;0;0;1932;0;0;1932;1;0;2;0;2;1;2;7;0;1;2;0;2008;2;3;774;0;0;0;0;66;0;304;0;0;NA;NA;NA;0;11;2008;1;2;394617
1439;20;1;90;7407;0;NA;0;0;0;0;0;7;3;0;0;1;6;7;1957;1996;0;0;1;1;1;0;1;0;1;1;0;0;0;600;0;0;312;912;0;2;0;2;1236;0;0;1236;1;0;1;0;2;1;1;6;0;0;NA;0;1957;1;2;923;0;0;0;0;158;158;0;0;0;NA;1;NA;0;4;2010;0;0;149700
1440;60;0;80;11584;0;NA;0;0;0;0;0;6;0;0;0;5;7;6;1979;1979;1;0;3;3;0;96;1;0;1;1;0;0;0;315;4;110;114;539;0;2;0;0;1040;685;0;1725;0;0;2;1;3;1;1;6;0;1;1;0;1979;0;2;550;0;0;0;0;88;216;0;0;0;NA;NA;NA;0;11;2007;0;0;197000
1441;70;0;79;11526;0;NA;1;1;0;0;1;2;0;0;0;7;6;7;1922;1994;0;0;1;1;1;0;1;0;2;2;0;0;2;0;0;0;588;588;0;3;0;0;1423;748;384;2555;0;0;2;0;3;1;1;11;1;1;2;1;1993;2;2;672;0;0;0;431;0;0;0;0;0;NA;NA;NA;0;9;2008;0;0;191000
1442;120;1;NA;4426;0;NA;0;0;0;0;0;0;0;0;3;1;6;5;2004;2004;0;0;0;0;0;147;0;0;0;0;0;3;0;697;0;0;151;848;0;0;0;0;848;0;0;848;1;0;1;0;1;1;0;3;0;1;1;0;2004;0;2;420;0;0;0;149;0;0;0;0;0;NA;NA;NA;0;5;2008;0;0;149300
1443;60;3;85;11003;0;NA;0;0;0;0;0;5;0;0;0;0;10;5;2008;2008;0;0;0;0;2;160;2;0;0;2;0;3;0;765;0;0;252;1017;0;0;0;0;1026;981;0;2007;1;0;2;1;3;1;2;10;0;1;4;0;2008;2;3;812;0;0;0;168;52;0;0;0;0;NA;NA;NA;0;4;2009;0;0;310000
